,QID,SID,SUBCATEGORY,QUESTION,CORRECT,INCORRECT1,INCORRECT2,INCORRECT3
1628,1272,9,Musicals,What city is the setting for the musical 'Cabaret'?,Berlin,London,Paris,Moscow
1629,1494,10,Directors,Which film was not directed by Stanley Kubrick?,One flew over the cuckoo's nest,The Shining,2001 A Space Odyssey,Dr. Strangelove
1630,1283,3,Lord of the Rings,What did the Ents lose?,The ent wives,The ent homes,The ent swords,The ent food
1631,1719,11,Films Released in 1930s-1950s,Who does marshal Will Kane face at noon in 'High Noon' (1952)?,Gang Leader,Buffalo,Native American Tribe,Alien
1632,1730,3,Lord of the Rings,Who is the only member of the 'Lord of the Rings' film cast who has met original author J. R. R. Tolkien?,Christopher Lee,Ian McKellen,Hugo Weaving,Ian Holm
1633,187,7,Comics,What superpower does The Flash have?,Superhuman Speed,Superhuman Strength,X -Ray Vision,Invisibility
1634,232,8,Video Games,Which video game is one of the most played multiplayer battle arena esports?,League Of Legends,Call Of Duty,Among Us,The Sims
1635,1136,29,Cartoons,Mayim Bialik played the central character for 5 seasons in which of these sitcoms? ,Blossom,Malibu Shores,Sweet Valley High,Clueless
1636,397,14,Decades 1980s,In what state did the Witches of Eastwick live?,Rhode Island,Maine,Illinois,California
1637,1148,12,Japanese Cuisine,Nikumaki Onigiri are rice balls wrapped with what?,Sliced Meat,Omelette,Seaweed,Prawns
1638,1483,29,Cartoons,Which comedian famously played a trombone?,Jimmy Edwards,Charlie Drake,John Junkin,Bob Todd
1639,1093,8,Video Games,"In which game would you find levels such as ""Green Hill Zone"" and ""Spring Yard Zone""?",Sonic the Hedgehog,Asteroids,Defender,BurgerTime
1640,1613,27,Sport - General - World Cup (Soccer),Which player scored the winning goal for Spain against Netherlands at the 2010 World Cup final?,Andrés Iniesta,David Villa,Fernando Torres,Cesc Fàbregas
1641,1497,18,Beauty & Health,Which four are the bases of DNA?,"Adenine, Cytosine, Thymine, Guanine","Adenine, Guanine, Uracil, Thymine","Guanine, Cytosine, Adenine, Uracil","Guanine, Adenine, Uracil, Cytosine"
1642,906,8,Video Games,"""Sole Survivor"" and ""Tiberian Twilight"" are games in which series?",Command & Conquer,Halo,Grand Theft Auto,Call of Duty 
1643,1399,13,Brazilian Cuisine,What type of food is Beijinhos de Coco?,Dessert,Cake,Ice-cream,Drink
1644,1401,9,Musicals,What type of musical instrument is a Dulcimer?,String,Woodwind,Percussion,Brass
1645,1210,26,Astronomy & Space & Planets,The chemical element uranium was named after what planet? ,Uranus,Earth,Mars,Neptune
1646,248,9,Musicals,What is the name of the 2019 musical - drama film about the breakthrough of icon Elton John?,Rocketman,Your Song,Elton,The Lion Sleeps Tonight
1647,1681,11,Films Released in 1930s-1950s,Which war does Boris get drafted into in 'The Cranes Are Flying' (1957)?,World War 1,Korean War,Iraqi War,Cold War
1648,1646,17,Greek Mythology,Which sculptor designed the Temple of Zeus which is now designated a Wonder of the World?,Phidias,Philos,Phillipes,Pheidippides
1649,1133,21,Classic Rock,Marc Bolan was the lead singer with which band?,T-Rex,Pink Floyd,ACDC,Iron Maiden
1650,526,18,Beauty & Health,Where would you find the hyoid bone?,Base Of Tongue,Thigh,Knee,Ankle
1651,1436,24,Chemistry,Where do most minerals come from?,Beneath Earth's crust,Earth's atmosphere,Earth's surface,In Earth's core
1652,1194,12,Japanese Cuisine,Taiyaki is a sweet Japanese cake in the shape of what?,Fish,Bird,Snake,Elephant
1653,767,26,Astronomy & Space & Planets,The constellation Ursa Major is known by what name in English?,Great Bear,Little Cat,Old Dog,Young Lion
1654,1696,4,Famous Authors,White Teeth is a seminal work by which author?,Zadie Smith,Martin Amis,Mervyn Peake,Anthony Burgess
1655,841,29,Cartoons,What is the name of the popular pink pig who has a British accent?,Peppa,Pippa,Poppy,Penny
1656,1615,27,Sport - General - World Cup (Soccer),Which player was the Argentinian top scorer at the 2018 World Cup?,Sergio Agüero,Lionel Messi,Gabriel Mercado,Ángel Di María
1657,71,3,Lord of the Rings,How many films in The Lord of the Rings trilogy won the Oscar for Best Picture?,One,Two,Three,None
1658,1040,3,Lord of the Rings,"In 'Lord of the Rings', who is Frodo's father?",Drogo,Fosco,Bungo,Mungo
1659,1214,6,Car Parts,The cylinder head gasket seals what into the engine?,Oil,Water,Fuel,Air  
1660,1382,5,Electronics,What limits the current flowing through a circuit for an applied DC voltage? ,Resistance,Fight,Water,Gas
1661,1213,15,Cities,The culinary specialty of the Austrian capital city is what?,Sachertorte,Black Forest Cake,Muffins,Clafoutis
1662,329,11,Films Released in 1930s-1950s,"On a budget of $700k, how many days did 'Macbeth' (1948) take to film?",23 days,15 days,31 days,18 days
1663,1721,11,Films Released in 1930s-1950s,Who does Robert Benchley try to pitch his idea for the shy dragon in 'The Reluctant Dragon' (1941)?,Walt Disney,Frances Gifford,Sterling Holloway,Herman Bing
1664,1098,6,Car Parts,In which year did wearing seatbelts in the back seat become compulsory?,1989,1999,1979,1969
1665,1533,26,Astronomy & Space & Planets,Which of the following bodies is largest?,Saturn,Uranus,Neptune,Earth
1666,524,18,Beauty & Health,Hepatitis affects which major organ?,The Liver,The Heart,The Lungs,The Brain
1667,584,20,Mathematics,What is the name of a number which is the sum of the numbers which can be divided into it?,Perfect,Square,Irregular,Exceptional
1668,1638,2,Children’s Literature,Which princess has really long hair?,Rapunzel,Aurora,Cinderella,Tiana
1669,414,14,Decades 1980s,What decade did the Sony Walkman get released?,1980s,1970s,1990s,2000s
1670,695,24,Chemistry,What is the chemical equation for calcium carbonate?,CaCO3,CaC2O4,Ca(CN)2,CaCl2
1671,177,6,Car Parts,The engine control unit is which part of the car?,Computer,Fuel pump,Air filter,Windscreen
1672,34,2,Children’s Literature,Who wrote The Tiger Who Came To Tea?,Judith Kerr,Lauren Child,Eric Carle,Maurice Sendak
1673,1577,24,Chemistry,Which of these metals is used to plate others to prevent corrosion?,Nickel,Iron,Magnesium,Sodium
1674,1489,1,History of Art,Which country's main historical events include the Renaissance and the Risorgimento?,Italy,Germany,China,USA
1675,244,9,Musicals,Which 1982 musical by Andrew Lloyd Webber was released as a film starring James Corden in 2019?,Cats,Dogs,Tigers,Lions
1676,1053,24,Chemistry,"In chemical reactions, what name is given to the addition of hydrogen to an element or compound?",Reduction,Hydration,Catalyst,Combustion
1677,766,26,Astronomy & Space & Planets,Which word is applied to people trained by the Russian Space Agency to work in space?,Cosmonauts,Spacenauts,Galaxynauts,Starnauts
1678,1242,15,Cities,The Roman City of Aquincum can be found in which capital city?,Budapest,Rome,Warsaw,London
1679,1301,24,Chemistry,What in particular is it that gives fireworks their myriad of colours?,Metallic compounds,Non-metallic compounds,Organic compounds,Hydrogen compounds
1680,344,12,Japanese Cuisine,Which Japanese food is served at the Sukiya restaurant chain?,Gyudon,Sushi,Okonomiyaki,Sashimi
1681,1271,25,Biology,What can happen if the number of individuals of a particular species becomes low?,Extinction,Survival,Proliferation,Growth
1682,148,5,Electronics,Which of the following is a USB digital voice recorder?,USB Dictaphone,Dyson,Maitre Mirror,Ethernet
1683,1046,2,Children’s Literature,"In 'The Red Shoes', where did Karen first wear her new red shoes?",A funeral,A wedding,A christening,A birthday party
1684,502,17,Greek Mythology,Which Greek Academic is famous for a theorem on right-handed triangles?,Pythagoras,Thales,Aristotle,Plato
1685,1460,4,Famous Authors,"Which author wrote novels called 'Far From The Madding Crowd', 'The Mayor of Casterbridge' and 'Tess of the D'Urbervilles'?",Thomas Hardy,Jane Austen,Emily Bronte,Mary Shelley
1686,1522,9,Musicals,"Which musical has the line, ""You can't just walk out of a drive-in""? ",Grease,The Wizard of Oz,Singing in the Rain,The Sound of Music
1687,734,25,Biology,The part of a plant stem between nodes is called?,Internode,Petiole,Apicul Bud,Exernode
1688,461,16,Landmarks & Monuments,How many clock faces are on Big Ben?,4,3,2,1
1689,935,28,Sport - US - Basketball General,Andrea Bargnani was a Number 1 pick in the NBA Draft in the 2000s by which team?,Toronto Raptors,Portland Trial Blazers,LA Clippers,Houston Rockets
1690,1754,14,Decades 1980s,Who was the British Prime Minister who declared war on Argentina in the '80s?,Margaret Thatcher,John Major,Ken Clark,Tony Blair
1691,692,24,Chemistry,Robert Bunsen introduced what piece of laboratory equipment in 1855?,Bunsen Burner,Bunsen Bowl,Bunsen Stopper,Bunsen Vacuum
1692,236,8,Video Games,Who is the creative force behind video game series The Legend Of Zelda?,Shigeru Miyamoto,Satoshi Tajiri,Yuji Horii,Yu Suzuki
1693,1065,7,Comics,"In Marvel's 'Civil War' Epic, what superhero icon was assassinated?",Captain America,Ironman,Spider-Man,The Hulk
1694,828,28,Sport - US - Basketball General,What was Willis Reed's nickname during his time with the Knicks?,The Captain,The Champ,The Chump,The Charizard
1695,49,2,Children’s Literature,Which of these is not a character from the Chicken Licken story?,Sheepy Leepy,Foxy Loxy,Turkey Lurkey,Goosey Loosey
1696,98,4,Famous Authors,The author Jeffrey Archer was an MP for which party?,Conservative,Labour,Liberal Democrats,UKIP
1697,1441,10,Directors,Where was the great director Frank Capra born?,Sicily,Russia,Hungary,Malta
1698,919,26,Astronomy & Space & Planets,"About how many stars, on average, are in the Milky Way? ",100 billion,100 million,100 trillion,100 thousand
1699,1540,13,Brazilian Cuisine,Which of the following is an ingredient in Pe de Moleque?,Corn Syrup,Milk,Flour,Cocoa Powder
1700,1726,21,Classic Rock,Who is known by the nickname 'The Boss'?,Bruce Springsteen,Bono,Bon Jovi,Jimi Hendrix
1701,1312,20,Mathematics,What is a third of 210?,70,80,90,60
1702,496,17,Greek Mythology,"In what part of Ancient Greece would you find the ""phalanxes""?",Army,Church,Theatre,Sporting Arena
1703,1760,10,Directors,Who was the director of The Fighter?,David O. Russell,Steven Spielberg,Ang Lee,Tom Hooper
1704,1035,14,Decades 1980s,In 'Dirty Dancing' what was Baby's real name? ,Frances,Jane,Amber,Gaye
1705,705,24,Chemistry,Which of these is an alloy?,Steel,Aluminium,Gold,Silver
1706,58,2,Children’s Literature,Who wrote 'Little House in the Big Woods'?,Laura Ingalls Wilder,Beverly Cleary,E. B. White,Madeleine L'Engle
1707,62,3,Lord of the Rings,Who wrote The Lord of the Rings?,J.R.R. Tolkien,C.S. Lewis,J.K. Rowling,Terry Pratchett
1708,1680,11,Films Released in 1930s-1950s,Which war does 'East of Eden' (1955) centre around?,World War 1,Argentine Revolution,Soviet-Afghan War,Somali Civil War
1709,1270,2,Children’s Literature,What best describes the occupation of the Seven Dwarfs?,Miners,Farmers,Doctors,Teachers
1710,1044,2,Children’s Literature,"In 'Rumplestiltskin', what occupation was the girl's father who had to weave straw into gold?",Miller,Farmer,Shoemaker,Baker
1711,342,12,Japanese Cuisine,"What is the name of the rice moulded into shapes, designed to be eaten by hand?",Onigiri,Origami,Okonomiyaki,Osaka
1712,727,25,Biology,What is the collective noun for ravens?,Unkindness,Herd,Quarry,Parliament
1713,469,16,Landmarks & Monuments,The island Alcatraz is famed for what? ,A Prison,A Castle,A Motorway,A Lake
1714,690,23,US Presidents,The Great Society' was a set of domestic political programs launches by which US President?,Lyndon Johnson,John F Kennedy,Richard Nixon,Ronald Reagan
1715,962,4,Famous Authors,Complete the name of this book: 'To Kill a…',Mockingbird,Kingfisher,Hummingbird,Finch
1716,418,14,Decades 1980s,Leopoldo Galtieri was the leader of which country in the 1980s?,Argentina,Nicaragua,Spain,France
1717,929,21,Classic Rock,Allied Forces is an album by which group?,Triumph,April Wine,Rush,Aldo Nova
1718,1605,27,Sport - General - World Cup (Soccer),Which player scored the game winning goal for Germany against South Korea in the 2002 World Cup semi-final?,Michael Ballack,Carsten Jancker,Oliver Neuville,Thomas Linke
1719,1269,7,Comics,What are the colors of 'The Flash' superhero uniform?,Red and yellow,Blue and green,Black and white,Orange and purple
1720,282,10,Directors,Which of these Shakespeare plays has Kenneth Branagh not directed a film version of?,King Lear,Hamlet,Henry V,Much Ado About Nothing
1721,1059,17,Greek Mythology,"In Greek mythology, whose stables did Hercules have to clean as one of his twelve labours?",Augeas,Hesperides,Diomedes,Eurystheus
1722,1437,3,Lord of the Rings,Where in Middle Earth are Bilbo and Frodo Baggins from?,The Shire,Rivendell,Mordor,Gondor
1723,1408,17,Greek Mythology,What types of work were written by Sappho in Ancient Greece?,Poems,Romances,Speeches,Laws
1724,1551,14,Decades 1980s,Which of these books was banned in Britain in the 1980s?,Spycatcher,Catcher In The Rye,Catch 22,What's The Catch?
1725,788,27,Sport - General - World Cup (Soccer),Which player is Argentina's World Cup leading scorer?,Gabriel Batistuta,Guillermo Stábile,Lionel Messi,Diego Maradona
1726,801,27,Sport - General - World Cup (Soccer),What was the year when Australia participated at the World Cup for the first time?,1974,1978,1982,1986
1727,152,6,Car Parts,What pedal do you press in a car to go faster?,Accelerator,Brake,Clutch,Handbrake
1728,1087,30,Reality TV,In which city is House of Cards set?,"Washington, D.C.",Denver,Boston,Seattle
1729,1225,5,Electronics,The first home computer was launched in 1975 and called what?,The Altair,The Scorpios,The Leo,The Cancer
1730,1218,17,Greek Mythology,The fabled bird the griffin had the head of which real bird?,Eagle,Avocet,Ostrich,Puffin
1731,951,1,History of Art,Bold color and mythological themes are the trademarks of which artist?,Titian,Titan,Tinto,Titanium
1732,661,23,US Presidents,"At 6ft 4in, who was the tallest President of the US?",Abraham Lincoln,Franklin D.Roosevelt,Theodore Roosevelt,William McKinley
1733,1354,25,Biology,What is the name of an adult female horse?,Mare,Hare,Snare,Fare
1734,260,9,Musicals,Bat Out Of Hell: The Musical made its debut in 2017. It's based on the music of which rock band?,Meat Loaf,Boston,Journey,Kiss
1735,685,23,US Presidents,In which year was US President George W. Bush born?,1946,1938,1942,1950
1736,297,10,Directors,Who won the Oscar for Best Director BEFORE the others?,Warren Beatty,Oliver Stone,Barry Levinson,Clint Eastwood
1737,883,30,Reality TV,In which city is the MTV reality show 'The Hills' based?,Los Angeles,Miami,Florida,New York
1738,1296,18,Beauty & Health,What element can be used as an antidote for arsenic poisoning?,Se,Te,Pb,Hg
1739,46,2,Children’s Literature,Who is the author of the Tracey Beaker books?,Jacqueline Wilson,Malorie Blackman,Enid Blyton,Kathleen Hale
1740,826,28,Sport - US - Basketball General,The National Basketball Association is better known as?,NBA,NBS,NBO,NBC
1741,12,1,History of Art,"Rossetti, Millais and Holman Hunt were members of which artistic group?",Pre-Raphaelite Brotherhood,Surrealists,Dada,Post-Impressionist
1742,290,10,Directors,"Who directed The Fly, A History of Violence and Eastern Promises?",David Cronenberg,David Lynch,Wes Craven,John Carpenter
